X,Y,method,covar,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,r2
Yield_Mg_ha,FlowNO3_pMatHar_3,spearman,['PRS200'],two-sided,94762,0.010768006618218142,[0.   0.02],0.0009170956033770219,0.29989026230428617,bonf,0.00011594996652998971
Yield_Mg_ha,Flow_pEmeEnJ_3,spearman,['PRS200'],two-sided,94762,0.010942695610429041,[0.   0.02],0.0007555743786265296,0.24707282181087517,bonf,0.00011974258722250301
Yield_Mg_ha,TT_pEnJFlo,spearman,['PRS200'],two-sided,94762,-0.010986218394287907,[-0.02 -0.  ],0.0007196663454991902,0.2353308949782352,bonf,0.00012069699460698996
Yield_Mg_ha,FlowNO3_pFloFla_3,spearman,['PRS200'],two-sided,94762,-0.011490910101025261,[-0.02 -0.01],0.0004041659341782789,0.1321622604762972,bonf,0.00013204101494984437
Yield_Mg_ha,FlowNO3_pEmeEnJ_4,spearman,['PRS200'],two-sided,94762,-0.01181252951578252,[-0.02 -0.01],0.00027651535305321055,0.09042052044839985,bonf,0.0001395358535612332
Yield_Mg_ha,Sulfate-S ppm S,spearman,['PRS200'],two-sided,76441,-0.012184375945170321,[-0.02 -0.01],0.0007550167188888171,0.2468904670766432,bonf,0.00014845901717324515
Yield_Mg_ha,FlowNO3_pEnGMat_9,spearman,['PRS200'],two-sided,94762,-0.01240222872045979,[-0.02 -0.01],0.0001345877702659645,0.044010200876970385,bonf,0.00015381527723459768
Yield_Mg_ha,Es_pGerEme,spearman,['PRS200'],two-sided,94762,0.012506798760662418,[0.01 0.02],0.00011806864690130883,0.038608447536727986,bonf,0.000156420015239707
Yield_Mg_ha,FlowNO3_pFlwStG_1,spearman,['PRS200'],two-sided,94762,0.012900627950314743,[0.01 0.02],7.146691474940607e-05,0.023369681123055788,bonf,0.00016642620151244197
Yield_Mg_ha,SDR_pEnGMat_5,spearman,['PRS200'],two-sided,94762,-0.013368971283629709,[-0.02 -0.01],3.862794138144516e-05,0.012631336831732568,bonf,0.0001787293931825158
Yield_Mg_ha,Flow_pStGEnG_4,spearman,['PRS200'],two-sided,94762,0.013718227297008338,[0.01 0.02],2.4100486624368052e-05,0.007880859126168352,bonf,0.00018818976017238469
Yield_Mg_ha,FlowNO3_pStGEnG_5,spearman,['PRS200'],two-sided,94762,0.013763083880955833,[0.01 0.02],2.266545739520712e-05,0.007411604568232728,bonf,0.00018942247791422628
Yield_Mg_ha,Runoff_pGerEme,spearman,['PRS200'],two-sided,94762,0.013938262377925767,[0.01 0.02],1.7802626584335253e-05,0.005821458893077627,bonf,0.00019427515811590084
Yield_Mg_ha,Infiltration_pEnGMat,spearman,['PRS200'],two-sided,94762,-0.014064371455227985,[-0.02 -0.01],1.4935932829248826e-05,0.004884050035164366,bonf,0.00019780654443063173
Yield_Mg_ha,FlowNO3_pGerEme_7,spearman,['PRS200'],two-sided,94762,-0.014074536417237434,[-0.02 -0.01],1.4725117836954492e-05,0.004815113532684119,bonf,0.00019809257536014275
Yield_Mg_ha,Runoff_pStGEnG,spearman,['PRS200'],two-sided,94762,0.01453619907114376,[0.01 0.02],7.644870652261809e-06,0.0024998727032896116,bonf,0.00021130108343592072
Yield_Mg_ha,Flux_pGerEme_3,spearman,['PRS200'],two-sided,94762,0.014987476638093411,[0.01 0.02],3.953075168047025e-06,0.001292655579951377,bonf,0.00022462445597739577
Yield_Mg_ha,Runoff_pFlaFlw,spearman,['PRS200'],two-sided,94762,-0.015661568687958764,[-0.02 -0.01],1.4257148759815319e-06,0.0004662087644459609,bonf,0.0002452847337676504
Yield_Mg_ha,SDR_pFlaFlw_7,spearman,['PRS200'],two-sided,94762,-0.01570768460228221,[-0.02 -0.01],1.3276183449190386e-06,0.00043413119878852566,bonf,0.0002467313555647736
Yield_Mg_ha,Infiltration_pFlaFlw,spearman,['PRS200'],two-sided,94762,-0.016554073047944203,[-0.02 -0.01],3.465980857325004e-07,0.00011333757403452764,bonf,0.0002740373344766727
Yield_Mg_ha,Flow_pFlwStG_9,spearman,['PRS200'],two-sided,94762,-0.0167892339809113,[-0.02 -0.01],2.358892922004504e-07,7.713579854954729e-05,bonf,0.0002818783776657867
Yield_Mg_ha,WaterTable_pFlwStG,spearman,['PRS200'],two-sided,94762,-0.01820069932909372,[-0.02 -0.01],2.1047701618578544e-08,6.882598429275184e-06,bonf,0.00033126545606807254
Yield_Mg_ha,Flow_pFloFla_8,spearman,['PRS200'],two-sided,94762,-0.01878885843018896,[-0.03 -0.01],7.283215737794096e-09,2.3816115462586694e-06,bonf,0.00035302120110968275
Yield_Mg_ha,FlowNO3_pFloFla_5,spearman,['PRS200'],two-sided,94762,0.019174095000492896,[0.01 0.03],3.572121138581974e-09,1.1680836123163055e-06,bonf,0.0003676459190879267
Yield_Mg_ha,FlowNO3_pGerEme_4,spearman,['PRS200'],two-sided,94762,0.020119201148401825,[0.01 0.03],5.869566186652979e-10,1.919348143035524e-07,bonf,0.0004047822548498533
Yield_Mg_ha,SDR_pMatHar_10,spearman,['PRS200'],two-sided,94762,-0.020876436570419283,[-0.03 -0.01],1.300900067300021e-10,4.2539432200710684e-08,bonf,0.00043582560387873964
Yield_Mg_ha,Runoff_pEnJFlo,spearman,['PRS200'],two-sided,94762,0.021471743917937835,[0.02 0.03],3.8333286017405575e-11,1.2534984527691622e-08,bonf,0.0004610357868775004
Yield_Mg_ha,%H Sat,spearman,['PRS200'],two-sided,78671,0.022058112260085444,[0.02 0.03],6.110572810209376e-10,1.998157308938466e-07,bonf,0.0004865603164785318
Yield_Mg_ha,Flux_pFlaFlw_1,spearman,['PRS200'],two-sided,94762,-0.022671742689240153,[-0.03 -0.02],2.9536957254006403e-12,9.658585022060094e-10,bonf,0.0005140079165671143
Yield_Mg_ha,FlowNO3_pFlwStG_10,spearman,['PRS200'],two-sided,94762,-0.024388500029741914,[-0.03 -0.02],5.97645589482042e-14,1.9543010776062774e-11,bonf,0.0005947989337007213
Yield_Mg_ha,Flow_pMatHar_4,spearman,['PRS200'],two-sided,94762,0.02487975498748269,[0.02 0.03],1.860954816416088e-14,6.0853222496806076e-12,bonf,0.0006190022082371698
Yield_Mg_ha,FlowNO3_pGerEme_2,spearman,['PRS200'],two-sided,94762,0.02495813433305159,[0.02 0.03],1.541647183180341e-14,5.041186288999715e-12,bonf,0.0006229084693866485
Yield_Mg_ha,yield_pFlwStG,spearman,['PRS200'],two-sided,94762,0.026028174679393133,[0.02 0.03],1.1142007474784995e-15,3.6434364442546933e-13,bonf,0.0006774658771410018
Yield_Mg_ha,Flux_pFlwStG_2,spearman,['PRS200'],two-sided,94762,-0.026627912197578926,[-0.03 -0.02],2.4383305862465203e-16,7.973341017026121e-14,bonf,0.0007090457080019725
Yield_Mg_ha,T_pEmeEnJ,spearman,['PRS200'],two-sided,94762,-0.02700092647166938,[-0.03 -0.02],9.317478341061963e-17,3.046815417527262e-14,bonf,0.0007290500303284962
Yield_Mg_ha,Flow_pFloFla_1,spearman,['PRS200'],two-sided,94762,-0.0280228659093446,[-0.03 -0.02],6.2468894645842576e-18,2.042732854919052e-15,bonf,0.0007852810137731077
Yield_Mg_ha,Infiltration_pEnJFlo,spearman,['PRS200'],two-sided,94762,-0.028189734695690444,[-0.03 -0.02],3.980941658093336e-18,1.3017679221965209e-15,bonf,0.0007946611422134136
Yield_Mg_ha,FlowNO3_pEnGMat_5,spearman,['PRS200'],two-sided,94762,-0.028258991978724807,[-0.03 -0.02],3.299426021440013e-18,1.0789123090108842e-15,bonf,0.0007985706276536329
Yield_Mg_ha,Nitrate-N ppm N,spearman,['PRS200'],two-sided,79550,0.028844232556775318,[0.02 0.04],4.0547024592785693e-16,1.3258877041840922e-13,bonf,0.0008319897517893372
Yield_Mg_ha,FlowNO3_pStGEnG_3,spearman,['PRS200'],two-sided,94762,-0.028868819858646817,[-0.04 -0.02],6.193755899921505e-19,2.025358179274332e-16,bonf,0.0008334087600310008
Yield_Mg_ha,SDR_pMatHar_6,spearman,['PRS200'],two-sided,94762,0.028915504466545262,[0.02 0.04],5.441445769842587e-19,1.779352766738526e-16,bonf,0.0008361063985547991
Yield_Mg_ha,FlowNO3_pFloFla_1,spearman,['PRS200'],two-sided,94762,0.029380084361346006,[0.02 0.04],1.4832133670570214e-19,4.85010771027646e-17,bonf,0.0008631893570798081
Yield_Mg_ha,FlowNO3_pEnGMat_1,spearman,['PRS200'],two-sided,94762,0.0303149221860652,[0.02 0.04],1.0199938555522752e-20,3.33537990765594e-18,bonf,0.000918994507147188
Yield_Mg_ha,Flux_pFlwStG_10,spearman,['PRS200'],two-sided,94762,-0.03136485572429826,[-0.04 -0.03],4.574207313635847e-22,1.4957657915589221e-19,bonf,0.0009837541746060452
Yield_Mg_ha,ESW_pGerEme_5,spearman,['PRS200'],two-sided,94762,-0.031612470472997825,[-0.04 -0.03],2.16658934652936e-22,7.084747163151007e-20,bonf,0.0009993482894061594
Yield_Mg_ha,Flow_pEnJFlo_4,spearman,['PRS200'],two-sided,94762,0.036354360795081184,[0.03 0.04],4.332785185195184e-29,1.4168207555588252e-26,bonf,0.0013216395488189357
Yield_Mg_ha,Flux_pMatHar_2,spearman,['PRS200'],two-sided,94762,-0.03641337658356779,[-0.04 -0.03],3.5285077186525103e-29,1.1538220239993708e-26,bonf,0.001325933994216723
Yield_Mg_ha,Flow_pGerEme_3,spearman,['PRS200'],two-sided,94762,-0.036416367590451325,[-0.04 -0.03],3.4919474092517007e-29,1.1418668028253061e-26,bonf,0.0013261518284828737
Yield_Mg_ha,SWmm_pMatHar_3,spearman,['PRS200'],two-sided,94762,-0.03682348175262184,[-0.04 -0.03],8.393730600213596e-30,2.7447499062698457e-27,bonf,0.0013559688083856734
Yield_Mg_ha,PRS50,spearman,['PRS200'],two-sided,125399,-0.037480453577874204,[-0.04 -0.03],3.1495022863909296e-40,1.029887247649834e-37,bonf,0.0014047844004031831
Yield_Mg_ha,Potassium ppm K,spearman,['PRS200'],two-sided,79550,0.03764294498359946,[0.03 0.04],2.390813671055378e-26,7.817960704351087e-24,bonf,0.001416991307038296
Yield_Mg_ha,T_pMatHar,spearman,['PRS200'],two-sided,94762,-0.038838447643615284,[-0.05 -0.03],5.7492278165227424e-33,1.8799974960029367e-30,bonf,0.0015084250153658456
Yield_Mg_ha,PRS100,spearman,['PRS200'],two-sided,125399,-0.03905250619218217,[-0.04 -0.03],1.5838273775320523e-43,5.179115524529811e-41,bonf,0.0015250982398904264
Yield_Mg_ha,Flux_pStGEnG_8,spearman,['PRS200'],two-sided,94762,-0.03943082702828195,[-0.05 -0.03],6.275103498594146e-34,2.0519588440402856e-31,bonf,0.0015547901201342902
Yield_Mg_ha,Runoff_pFlwStG,spearman,['PRS200'],two-sided,94762,0.039831669682226845,[0.03 0.05],1.3756241395881473e-34,4.498290936453242e-32,bonf,0.0015865619096740293
Yield_Mg_ha,Eos_pEmeEnJ,spearman,['PRS200'],two-sided,94762,0.040330750699977304,[0.03 0.05],2.035235741982322e-35,6.655220876282193e-33,bonf,0.0016265694520237197
Yield_Mg_ha,SWmm_pEnJFlo_2,spearman,['PRS200'],two-sided,94762,-0.04047375823661729,[-0.05 -0.03],1.1720099067254584e-35,3.832472394992249e-33,bonf,0.0016381251057961458
Yield_Mg_ha,FlowNO3_pFlwStG_3,spearman,['PRS200'],two-sided,94762,0.04070943048403859,[0.03 0.05],4.700087433530695e-36,1.5369285907645371e-33,bonf,0.0016572577303347706
Yield_Mg_ha,Flow_pEmeEnJ_4,spearman,['PRS200'],two-sided,94762,-0.04158225425511043,[-0.05 -0.04],1.5224955613061842e-37,4.978560485471222e-35,bonf,0.0017290838689366496
Yield_Mg_ha,ESW_pFloFla_4,spearman,['PRS200'],two-sided,94762,0.04166003849723609,[0.04 0.05],1.1176098349760112e-37,3.654584160371557e-35,bonf,0.001735558807591193
Yield_Mg_ha,FlowNO3_pFlaFlw_3,spearman,['PRS200'],two-sided,94762,0.041728764300099884,[0.04 0.05],8.500674727993587e-38,2.779720636053903e-35,bonf,0.0017412897700132906
Yield_Mg_ha,FlowNO3_pFlaFlw_2,spearman,['PRS200'],two-sided,94762,-0.04259292915785288,[-0.05 -0.04],2.6218472318616217e-39,8.573440448187504e-37,bonf,0.0018141576142458738
Yield_Mg_ha,SDR_pEnJFlo_3,spearman,['PRS200'],two-sided,94762,-0.04278884756208558,[-0.05 -0.04],1.179790346225735e-39,3.857914432158153e-37,bonf,0.0018308854756913968
Yield_Mg_ha,Texture No,spearman,['PRS200'],two-sided,79550,-0.04472217193511633,[-0.05 -0.04],1.643415714786216e-36,5.373969387350926e-34,bonf,0.0020000726625941066
Yield_Mg_ha,FlowNO3_pGerEme_9,spearman,['PRS200'],two-sided,94762,0.046011377181890904,[0.04 0.05],1.3826428630915046e-45,4.52124216230922e-43,bonf,0.002117046830174231
Yield_Mg_ha,PRS10,spearman,['PRS200'],two-sided,125399,-0.04621597473751369,[-0.05 -0.04],2.914011119065898e-60,9.528816359345488e-58,bonf,0.0021359163209385035
Yield_Mg_ha,Flow_pGerEme_6,spearman,['PRS200'],two-sided,94762,-0.04623768305721345,[-0.05 -0.04],5.106405915234576e-46,1.6697947342817063e-43,bonf,0.002137923334499324
Yield_Mg_ha,Flux_pEnJFlo_6,spearman,['PRS200'],two-sided,94762,-0.046616711509432286,[-0.05 -0.04],9.524782654838264e-47,3.1146039281321125e-44,bonf,0.0021731177919536364
Yield_Mg_ha,1:1 S Salts mmho/cm,spearman,['PRS200'],two-sided,78671,-0.04701601198888498,[-0.05 -0.04],9.4731605478769e-40,3.0977234991557465e-37,bonf,0.0022105053833389758
Yield_Mg_ha,Flow_pFlaFlw_3,spearman,['PRS200'],two-sided,94762,-0.04702175837032175,[-0.05 -0.04],1.5595091250278575e-47,5.099594838841094e-45,bonf,0.0022110457602369234
Yield_Mg_ha,Flow_pGerEme_1,spearman,['PRS200'],two-sided,94762,0.0471070826290231,[0.04 0.05],1.0631148060059992e-47,3.4763854156396175e-45,bonf,0.0022190772338176097
Yield_Mg_ha,Flow_pGerEme_9,spearman,['PRS200'],two-sided,94762,-0.0476984652737493,[-0.05 -0.04],7.327492727776952e-49,2.3960901219830634e-46,bonf,0.002275143589471068
Yield_Mg_ha,Flux_pFlaFlw_2,spearman,['PRS200'],two-sided,94762,-0.04816895054526493,[-0.05 -0.04],8.521181024611804e-50,2.78642619504806e-47,bonf,0.0023202477966321787
Yield_Mg_ha,PotInf_pMatHar,spearman,['PRS200'],two-sided,94762,0.04864530148672586,[0.04 0.05],9.442558836900036e-51,3.087716739666312e-48,bonf,0.0023663653567344537
Yield_Mg_ha,Flow_pFloFla_6,spearman,['PRS200'],two-sided,94762,-0.048646272422050746,[-0.05 -0.04],9.400105911123445e-51,3.0738346329373664e-48,bonf,0.002366459820560375
Yield_Mg_ha,Flow_pEmeEnJ_9,spearman,['PRS200'],two-sided,94762,-0.049296384284982196,[-0.06 -0.04],4.50895287978244e-52,1.474427591688858e-49,bonf,0.0024301335035726394
Yield_Mg_ha,Runoff_pEnGMat,spearman,['PRS200'],two-sided,94762,-0.049752765725520294,[-0.06 -0.04],5.219983339364486e-53,1.706934551972187e-50,bonf,0.002475337697338507
Yield_Mg_ha,Calcium ppm Ca,spearman,['PRS200'],two-sided,79550,0.05015347078187025,[0.04 0.06],1.759616230189139e-45,5.753945072718485e-43,bonf,0.0025153706314679125
Yield_Mg_ha,SDR_pFlwStG_8,spearman,['PRS200'],two-sided,94762,-0.051748423487319624,[-0.06 -0.05],3.3259697648305967e-57,1.0875921130996051e-54,bonf,0.0026778993334229733
Yield_Mg_ha,Flow_pEnJFlo_8,spearman,['PRS200'],two-sided,94762,-0.05420779065183551,[-0.06 -0.05],1.3330003581088912e-62,4.3589111710160743e-60,bonf,0.002938484567353225
Yield_Mg_ha,Eo_pGerEme,spearman,['PRS200'],two-sided,94762,-0.055252367766961456,[-0.06 -0.05],5.712198567262554e-65,1.867888931494855e-62,bonf,0.003052824143855561
Yield_Mg_ha,Flow_pFlaFlw_5,spearman,['PRS200'],two-sided,94762,-0.05630879845321598,[-0.06 -0.05],2.0699864397253822e-67,6.768855657902e-65,bonf,0.003170680783244898
Yield_Mg_ha,%Ca Sat,spearman,['PRS200'],two-sided,78671,-0.05685711596963354,[-0.06 -0.05],2.4257745113468613e-57,7.932282652104237e-55,bonf,0.0032327316363843575
Yield_Mg_ha,Flow_pStGEnG_3,spearman,['PRS200'],two-sided,94762,-0.05687477004174698,[-0.06 -0.05],9.756716939432356e-69,3.19044643919438e-66,bonf,0.0032347394673015997
Yield_Mg_ha,Flow_pFlwStG_3,spearman,['PRS200'],two-sided,94762,-0.05791682224681295,[-0.06 -0.05],3.2507009967400026e-71,1.0629792259339809e-68,bonf,0.0033543582991689275
Yield_Mg_ha,Flow_pFlaFlw_2,spearman,['PRS200'],two-sided,94762,0.05834398305372296,[0.05 0.06],3.044117351968075e-72,9.954263740935606e-70,bonf,0.003404020358573112
Yield_Mg_ha,Flux_pFlwStG_5,spearman,['PRS200'],two-sided,94762,0.05838337456896753,[0.05 0.06],2.444746464894469e-72,7.994320940204914e-70,bonf,0.003408618426060364
Yield_Mg_ha,PAWmm_pFloFla_6,spearman,['PRS200'],two-sided,94762,-0.059528184977667445,[-0.07 -0.05],3.9137562903019313e-75,1.2797983069287316e-72,bonf,0.003543604806735392
Yield_Mg_ha,Mehlich P-III ppm P,spearman,['PRS200'],two-sided,79550,0.05999913832929509,[0.05 0.07],2.3839293425960514e-64,7.795448950289089e-62,bonf,0.0035998966002578872
Yield_Mg_ha,Infiltration_pFloFla,spearman,['PRS200'],two-sided,94762,0.060080480877212405,[0.05 0.07],1.6766647550504366e-76,5.482693749014927e-74,bonf,0.0036096641824370857
Yield_Mg_ha,T_pFlaFlw,spearman,['PRS200'],two-sided,94762,-0.06242751090985488,[-0.07 -0.06],1.8586648249117606e-82,6.077833977461457e-80,bonf,0.00389719411840005
Yield_Mg_ha,SDR_pStGEnG_10,spearman,['PRS200'],two-sided,94762,-0.06244279311229596,[-0.07 -0.06],1.6969747811516954e-82,5.549107534366044e-80,bonf,0.0038991024116649957
Yield_Mg_ha,PAWmm_pStGEnG_2,spearman,['PRS200'],two-sided,94762,0.0627105724817523,[0.06 0.07],3.4317870641959875e-83,1.1221943699920878e-80,bonf,0.003932615900989108
Yield_Mg_ha,lbs N/A,spearman,['PRS200'],two-sided,78671,-0.06281556536172267,[-0.07 -0.06],1.3093492260514463e-69,4.2815719691882296e-67,bonf,0.003945795251712853
Yield_Mg_ha,Flow_pFlaFlw_1,spearman,['PRS200'],two-sided,94762,-0.06314698304576957,[-0.07 -0.06],2.4994615532329177e-84,8.173239279071641e-82,bonf,0.00398754146778271
Yield_Mg_ha,SDR_pEmeEnJ_3,spearman,['PRS200'],two-sided,94762,0.06323047833226648,[0.06 0.07],1.5110607161480775e-84,4.9411685418042135e-82,bonf,0.003998093390127222
Yield_Mg_ha,PotInf_pFlwStG,spearman,['PRS200'],two-sided,94762,0.06325128688664693,[0.06 0.07],1.3328047914647553e-84,4.35827166808975e-82,bonf,0.004000725292816913
Yield_Mg_ha,WaterTable_pMatHar,spearman,['PRS200'],two-sided,94762,-0.06377502370391155,[-0.07 -0.06],5.58120676391242e-86,1.825054611799361e-83,bonf,0.00406725364843448
Yield_Mg_ha,Flow_pFloFla_2,spearman,['PRS200'],two-sided,94762,-0.06501853163905473,[-0.07 -0.06],2.686510431382494e-89,8.784889110620756e-87,bonf,0.004227409456498761
Yield_Mg_ha,Flow_pFloFla_5,spearman,['PRS200'],two-sided,94762,-0.0652137075499528,[-0.07 -0.06],7.991800299377708e-90,2.6133186978965105e-87,bonf,0.004252827652410771
Yield_Mg_ha,Flow_pEmeEnJ_6,spearman,['PRS200'],two-sided,94762,-0.06577367302508409,[-0.07 -0.06],2.4164766994957487e-91,7.901878807351098e-89,bonf,0.004326176063210675
Yield_Mg_ha,Flux_pEnGMat_3,spearman,['PRS200'],two-sided,94762,-0.0664031399500642,[-0.07 -0.06],4.566237663032956e-93,1.4931597158117765e-90,bonf,0.004409376995227811
Yield_Mg_ha,Flow_pGerEme_2,spearman,['PRS200'],two-sided,94762,-0.0665027270740068,[-0.07 -0.06],2.4286001893945994e-93,7.94152261932034e-91,bonf,0.004422612708279837
Yield_Mg_ha,PAWmm_pMatHar_1,spearman,['PRS200'],two-sided,94762,0.06673860335135927,[0.06 0.07],5.423127136953778e-94,1.7733625737838855e-91,bonf,0.004454041177290063
Yield_Mg_ha,FlowNO3_pFlaFlw_10,spearman,['PRS200'],two-sided,94762,-0.06711078492047601,[-0.07 -0.06],5.037112913165238e-95,1.647135922605033e-92,bonf,0.00450385745264239
Yield_Mg_ha,FlowNO3_pEnGMat_2,spearman,['PRS200'],two-sided,94762,0.06719193483326064,[0.06 0.07],2.9949226481170115e-95,9.793397059342627e-93,bonf,0.004514756106637144
Yield_Mg_ha,Flux_pFlaFlw_10,spearman,['PRS200'],two-sided,94762,-0.06793618456497331,[-0.07 -0.06],2.4703491587030696e-97,8.078041748959038e-95,bonf,0.004615325173246119
Yield_Mg_ha,Flow_pStGEnG_8,spearman,['PRS200'],two-sided,94762,-0.06918810193744127,[-0.08 -0.06],6.85203698920213e-101,2.2406160954690964e-98,bonf,0.004786993449705764
Yield_Mg_ha,Eos_pFloFla,spearman,['PRS200'],two-sided,94762,-0.07009603206662905,[-0.08 -0.06],1.6419896130050956e-103,5.3693060345266625e-101,bonf,0.004913453711485888
Yield_Mg_ha,Es_pMatHar,spearman,['PRS200'],two-sided,94762,-0.07048343873700497,[-0.08 -0.06],1.2212053976652103e-104,3.993341650365238e-102,bonf,0.004967915136193132
Yield_Mg_ha,SDR_pEnGMat_7,spearman,['PRS200'],two-sided,94762,-0.07065842980634336,[-0.08 -0.06],3.758016942575572e-105,1.2288715402222121e-102,bonf,0.004992613702697952
Yield_Mg_ha,ESW_pEmeEnJ_4,spearman,['PRS200'],two-sided,94762,0.07166330813804787,[0.07 0.08],4.083956185871077e-108,1.3354536727798423e-105,bonf,0.005135629733288799
Yield_Mg_ha,Longitude_of_Field_Corner_#1 (lower left),spearman,['PRS200'],two-sided,98823,0.07286000859093604,[0.07 0.08],2.1068868173755814e-116,6.889519892818151e-114,bonf,0.005308580851871273
Yield_Mg_ha,SDR_pFlaFlw_4,spearman,['PRS200'],two-sided,94762,0.07353305689738016,[0.07 0.08],9.642098207058783e-114,3.152966113708222e-111,bonf,0.005407110456673347
Yield_Mg_ha,PAWmm_pEnGMat_2,spearman,['PRS200'],two-sided,94762,0.07358168613634697,[0.07 0.08],6.852952526855576e-114,2.2409154762817733e-111,bonf,0.005414264534667875
Yield_Mg_ha,Flux_pStGEnG_3,spearman,['PRS200'],two-sided,94762,-0.073851429458324,[-0.08 -0.07],1.0268535069012726e-114,3.3578109675671615e-112,bonf,0.005454033633037806
