X,Y,method,covar,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,r2
Yield_Mg_ha,Flow_pEnJFlo_6,spearman,['PRS50'],two-sided,94762,-0.006768924725496509,[-0.01 -0.  ],0.037188094732057544,1.0,bonf,4.5818341939437994e-05
Yield_Mg_ha,Runoff_pMatHar,spearman,['PRS50'],two-sided,94762,0.0068689285160191274,[0.   0.01],0.034474446324049404,1.0,bonf,4.718217895818073e-05
Yield_Mg_ha,Es_pGerEme,spearman,['PRS50'],two-sided,94762,0.007316492505590351,[0.   0.01],0.024306072639140603,1.0,bonf,5.353106258435977e-05
Yield_Mg_ha,Flow_pFloFla_9,spearman,['PRS50'],two-sided,94762,-0.007894343767622642,[-0.01 -0.  ],0.015092852802082828,1.0,bonf,6.232066352140245e-05
Yield_Mg_ha,Flow_pFlwStG_2,spearman,['PRS50'],two-sided,94762,0.00801949297980079,[0.   0.01],0.013561633983240793,1.0,bonf,6.431226765307416e-05
Yield_Mg_ha,FlowNO3_pMatHar_3,spearman,['PRS50'],two-sided,94762,0.00843888949916457,[0.   0.01],0.009382899259731242,1.0,bonf,7.121485597911006e-05
Yield_Mg_ha,Flow_pEmeEnJ_3,spearman,['PRS50'],two-sided,94762,0.008610126979897995,[0.   0.01],0.008037434528957943,1.0,bonf,7.413428660996737e-05
Yield_Mg_ha,Runoff_pFloFla,spearman,['PRS50'],two-sided,94762,0.008686430936493487,[0.   0.02],0.007495623674690872,1.0,bonf,7.545408241447112e-05
Yield_Mg_ha,PAWmm_pEnJFlo_1,spearman,['PRS50'],two-sided,94762,-0.008832602594222406,[-0.02 -0.  ],0.006548327380233908,1.0,bonf,7.801486858746438e-05
Yield_Mg_ha,biomass_pEmeEnJ,spearman,['PRS50'],two-sided,94762,0.00890833280226052,[0.   0.02],0.006101155921590912,1.0,bonf,7.935839331583077e-05
Yield_Mg_ha,Flow_pEnGMat_5,spearman,['PRS50'],two-sided,94762,-0.00979188909368557,[-0.02 -0.  ],0.0025757585057984683,0.8422730313960991,bonf,9.58810920230384e-05
Yield_Mg_ha,Flux_pGerEme_3,spearman,['PRS50'],two-sided,94762,0.010609775657282603,[0.   0.02],0.0010904542846757273,0.3565785510889628,bonf,0.0001125673394978665
Yield_Mg_ha,Runoff_pGerEme,spearman,['PRS50'],two-sided,94762,0.010878455302794616,[0.   0.02],0.000811624536615134,0.2654012234731488,bonf,0.0001183407897749003
Yield_Mg_ha,SDR_pEmeEnJ_5,spearman,['PRS50'],two-sided,94762,-0.01112829567508914,[-0.02 -0.  ],0.0006131840979059114,0.200511200015233,bonf,0.00012383896463220766
Yield_Mg_ha,Flow_pStGEnG_4,spearman,['PRS50'],two-sided,94762,0.011183535618988775,[0.   0.02],0.0005758936899385029,0.18831723660989044,bonf,0.00012507146894119063
Yield_Mg_ha,Runoff_pFlaFlw,spearman,['PRS50'],two-sided,94762,-0.01170296127486459,[-0.02 -0.01],0.0003150131001931557,0.10300928376316192,bonf,0.00013695930260098024
Yield_Mg_ha,TT_pEnJFlo,spearman,['PRS50'],two-sided,94762,-0.012327387189000016,[-0.02 -0.01],0.00014772227765512283,0.04830518479322517,bonf,0.0001519644749075217
Yield_Mg_ha,Flux_pFlaFlw_9,spearman,['PRS50'],two-sided,94762,-0.012328915986065966,[-0.02 -0.01],0.00014744230285303062,0.04821363303294101,bonf,0.00015200216939147292
Yield_Mg_ha,Infiltration_pEnGMat,spearman,['PRS50'],two-sided,94762,-0.01238991354067454,[-0.02 -0.01],0.0001366706072115498,0.04469128855817678,bonf,0.00015350995754539033
Yield_Mg_ha,Infiltration_pFlaFlw,spearman,['PRS50'],two-sided,94762,-0.013114355989583661,[-0.02 -0.01],5.410480779108234e-05,0.017692272147683926,bonf,0.00017198633302152884
Yield_Mg_ha,FlowNO3_pGerEme_7,spearman,['PRS50'],two-sided,94762,-0.013366335167877878,[-0.02 -0.01],3.876409677907377e-05,0.012675859646757123,bonf,0.00017865891582004894
Yield_Mg_ha,Runoff_pStGEnG,spearman,['PRS50'],two-sided,94762,0.013410302534849977,[0.01 0.02],3.655164184613628e-05,0.011952386883686564,bonf,0.00017983621407620374
Yield_Mg_ha,FlowNO3_pFloFla_5,spearman,['PRS50'],two-sided,94762,0.013701967735037433,[0.01 0.02],2.4641684613233857e-05,0.00805783086852747,bonf,0.00018774391981200684
Yield_Mg_ha,FlowNO3_pGerEme_4,spearman,['PRS50'],two-sided,94762,0.014415119264855131,[0.01 0.02],9.095995782548777e-06,0.00297439062089345,bonf,0.00020779566341999755
Yield_Mg_ha,SDR_pEnGMat_5,spearman,['PRS50'],two-sided,94762,-0.015022519090764255,[-0.02 -0.01],3.7527988990246455e-06,0.001227165239981059,bonf,0.0002256760798323765
Yield_Mg_ha,PRS10,spearman,['PRS50'],two-sided,125399,-0.015275592777504666,[-0.02 -0.01],6.316904615289703e-08,2.0656278091997326e-05,bonf,0.00023334373470415272
Yield_Mg_ha,FlowNO3_pFloFla_3,spearman,['PRS50'],two-sided,94762,-0.015286841825411747,[-0.02 -0.01],2.526203224779806e-06,0.0008260684545029966,bonf,0.00023368753299515794
Yield_Mg_ha,FlowNO3_pEmeEnJ_4,spearman,['PRS50'],two-sided,94762,-0.016078261808135368,[-0.02 -0.01],7.433937524202546e-07,0.00024308975704142325,bonf,0.0002585105027709444
Yield_Mg_ha,Flux_pFloFla_5,spearman,['PRS50'],two-sided,94762,-0.016334155071764937,[-0.02 -0.01],4.944425509036588e-07,0.00016168271414549642,bonf,0.0002668046219084642
Yield_Mg_ha,FlowNO3_pFlwStG_1,spearman,['PRS50'],two-sided,94762,0.016756809065758067,[0.01 0.02],2.488182666756539e-07,8.136357320293884e-05,bonf,0.00028079065006627175
Yield_Mg_ha,SDR_pFlaFlw_7,spearman,['PRS50'],two-sided,94762,-0.016858440709488966,[-0.02 -0.01],2.1042915719317105e-07,6.881033440216693e-05,bonf,0.00028420702315535483
Yield_Mg_ha,Flux_pFlaFlw_1,spearman,['PRS50'],two-sided,94762,-0.017824656933842983,[-0.02 -0.01],4.079467463941591e-08,1.3339858607089004e-05,bonf,0.00031771839480919677
Yield_Mg_ha,FlowNO3_pStGEnG_5,spearman,['PRS50'],two-sided,94762,0.019201117965622665,[0.01 0.03],3.3962474356319862e-09,1.1105729114516595e-06,bonf,0.0003686829311297575
Yield_Mg_ha,Runoff_pEnJFlo,spearman,['PRS50'],two-sided,94762,0.01935863062005471,[0.01 0.03],2.5270102857760835e-09,8.263323634487792e-07,bonf,0.0003747565794837198
Yield_Mg_ha,WaterTable_pFlwStG,spearman,['PRS50'],two-sided,94762,-0.019710971826496986,[-0.03 -0.01],1.2935817786409297e-09,4.23001241615584e-07,bonf,0.0003885224103449579
Yield_Mg_ha,FlowNO3_pGerEme_2,spearman,['PRS50'],two-sided,94762,0.01994966851950964,[0.01 0.03],8.164736402545745e-10,2.6698688036324584e-07,bonf,0.000397989274038314
Yield_Mg_ha,Flow_pFloFla_8,spearman,['PRS50'],two-sided,94762,-0.020266256932168842,[-0.03 -0.01],4.3988195763793223e-10,1.4384140014760385e-07,bonf,0.00041072117004068164
Yield_Mg_ha,yield_pFlwStG,spearman,['PRS50'],two-sided,94762,0.02087022321853207,[0.01 0.03],1.317368376283041e-10,4.307794590445544e-08,bonf,0.00043556621719135515
Yield_Mg_ha,Flux_pFlwStG_2,spearman,['PRS50'],two-sided,94762,-0.02245231429716171,[-0.03 -0.02],4.76731368838077e-12,1.558911576100512e-09,bonf,0.0005041064172985321
Yield_Mg_ha,Flow_pFlwStG_9,spearman,['PRS50'],two-sided,94762,-0.02313887640495589,[-0.03 -0.02],1.0501910841069684e-12,3.4341248450297867e-10,bonf,0.0005354076012838245
Yield_Mg_ha,T_pEmeEnJ,spearman,['PRS50'],two-sided,94762,-0.02380046232012291,[-0.03 -0.02],2.344805882573106e-13,7.667515236014058e-11,bonf,0.0005664620066515903
Yield_Mg_ha,Flow_pMatHar_4,spearman,['PRS50'],two-sided,94762,0.024512309612368846,[0.02 0.03],4.463366425809961e-14,1.459520821239857e-11,bonf,0.0006008533225326301
Yield_Mg_ha,FlowNO3_pEnGMat_5,spearman,['PRS50'],two-sided,94762,-0.024684071347078906,[-0.03 -0.02],2.9699450461437447e-14,9.711720300890045e-12,bonf,0.0006093033782676818
Yield_Mg_ha,SDR_pMatHar_10,spearman,['PRS50'],two-sided,94762,-0.025240976628325668,[-0.03 -0.02],7.778614642858606e-15,2.5436069882147642e-12,bonf,0.0006371069011516826
Yield_Mg_ha,FlowNO3_pFlwStG_10,spearman,['PRS50'],two-sided,94762,-0.02669503572045387,[-0.03 -0.02],2.0527148999800712e-16,6.712377722934832e-14,bonf,0.000712624932116308
Yield_Mg_ha,FlowNO3_pFloFla_1,spearman,['PRS50'],two-sided,94762,0.027613385560805864,[0.02 0.03],1.8665197465488095e-17,6.103519571214607e-15,bonf,0.0007624990621297218
Yield_Mg_ha,Flow_pFloFla_1,spearman,['PRS50'],two-sided,94762,-0.028164171825859036,[-0.03 -0.02],4.2661448028868614e-18,1.3950293505440036e-15,bonf,0.0007932205746365118
Yield_Mg_ha,FlowNO3_pStGEnG_3,spearman,['PRS50'],two-sided,94762,-0.02819851231115001,[-0.03 -0.02],3.8874191552047005e-18,1.271186063751937e-15,bonf,0.0007951560965620787
Yield_Mg_ha,PRS100,spearman,['PRS50'],two-sided,125399,-0.028711585239679135,[-0.03 -0.02],2.7207614105645543e-24,8.896889812546092e-22,bonf,0.0008243551269753608
Yield_Mg_ha,SDR_pMatHar_6,spearman,['PRS50'],two-sided,94762,0.029262288988958836,[0.02 0.04],2.066187293453776e-19,6.756432449593847e-17,bonf,0.0008562815568733416
Yield_Mg_ha,%H Sat,spearman,['PRS50'],two-sided,78671,0.029995183793849477,[0.02 0.04],3.93362567707983e-17,1.2862955964051045e-14,bonf,0.0008997110508268103
Yield_Mg_ha,FlowNO3_pEnGMat_1,spearman,['PRS50'],two-sided,94762,0.03075508767092335,[0.02 0.04],2.8108385549572985e-21,9.191442074710366e-19,bonf,0.0009458754176461814
Yield_Mg_ha,Infiltration_pEnJFlo,spearman,['PRS50'],two-sided,94762,-0.03143475149697872,[-0.04 -0.03],3.706465035538181e-22,1.2120140666209852e-19,bonf,0.0009881436016768057
Yield_Mg_ha,Nitrate-N ppm N,spearman,['PRS50'],two-sided,79550,0.03199752906605693,[0.03 0.04],1.7661848065573494e-19,5.775424317442533e-17,bonf,0.001023841866333158
Yield_Mg_ha,PRS200,spearman,['PRS50'],two-sided,125399,-0.03227176436375564,[-0.04 -0.03],2.9337681899773917e-30,9.593421981226071e-28,bonf,0.0010414667751497684
Yield_Mg_ha,Flow_pEnJFlo_4,spearman,['PRS50'],two-sided,94762,0.03293083896207304,[0.03 0.04],3.6782644960198305e-24,1.2027924901984846e-21,bonf,0.001084440154745988
Yield_Mg_ha,Flux_pFlwStG_10,spearman,['PRS50'],two-sided,94762,-0.03375756979998549,[-0.04 -0.03],2.6263149431742164e-25,8.588049864179687e-23,bonf,0.0011395735188008923
Yield_Mg_ha,Flux_pStGEnG_8,spearman,['PRS50'],two-sided,94762,-0.035144897393301885,[-0.04 -0.03],2.7094875576594007e-27,8.86002431354624e-25,bonf,0.0012351638127857177
Yield_Mg_ha,FlowNO3_pFlaFlw_2,spearman,['PRS50'],two-sided,94762,-0.03667857409843779,[-0.04 -0.03],1.3966907076055642e-29,4.567178613870195e-27,bonf,0.0013453177978945917
Yield_Mg_ha,ESW_pFloFla_4,spearman,['PRS50'],two-sided,94762,0.037760601558552966,[0.03 0.04],2.9717221289872926e-31,9.717531361788447e-29,bonf,0.0014258630300637927
Yield_Mg_ha,T_pMatHar,spearman,['PRS50'],two-sided,94762,-0.03780092149791501,[-0.04 -0.03],2.5690475278809007e-31,8.400785416170545e-29,bonf,0.0014289096660915332
Yield_Mg_ha,SWmm_pMatHar_3,spearman,['PRS50'],two-sided,94762,-0.03809847013593806,[-0.04 -0.03],8.730651949712165e-32,2.854923187555878e-29,bonf,0.0014514934266989645
Yield_Mg_ha,ESW_pGerEme_5,spearman,['PRS50'],two-sided,94762,-0.038198830346885884,[-0.04 -0.03],6.055230440424392e-32,1.9800603540187762e-29,bonf,0.0014591506398701699
Yield_Mg_ha,Flux_pMatHar_2,spearman,['PRS50'],two-sided,94762,-0.03916182022621583,[-0.05 -0.03],1.7228924777213163e-33,5.633858402148704e-31,bonf,0.0015336481634304474
Yield_Mg_ha,1:1 S Salts mmho/cm,spearman,['PRS50'],two-sided,78671,-0.039496057895380986,[-0.05 -0.03],1.5328638320094915e-28,5.012464730671037e-26,bonf,0.0015599385892752866
Yield_Mg_ha,Potassium ppm K,spearman,['PRS50'],two-sided,79550,0.040143382922720884,[0.03 0.05],9.689256935693541e-30,3.168387017971788e-27,bonf,0.0016114911924801987
Yield_Mg_ha,Texture No,spearman,['PRS50'],two-sided,79550,-0.041077688809476105,[-0.05 -0.03],4.607668195998717e-31,1.5067075000915804e-28,bonf,0.0016873765179281585
Yield_Mg_ha,Eos_pEmeEnJ,spearman,['PRS50'],two-sided,94762,0.041551218640650034,[0.04 0.05],1.7220990878389203e-37,5.631264017233269e-35,bonf,0.001726503770523103
Yield_Mg_ha,Flow_pGerEme_3,spearman,['PRS50'],two-sided,94762,-0.0415896356324002,[-0.05 -0.04],1.4785141802839654e-37,4.834741369528567e-35,bonf,0.0017296977920358125
Yield_Mg_ha,SWmm_pEnJFlo_2,spearman,['PRS50'],two-sided,94762,-0.04212758909725707,[-0.05 -0.04],1.7218409645914323e-38,5.6304199542139834e-36,bonf,0.0017747337631473328
Yield_Mg_ha,Flux_pFlaFlw_2,spearman,['PRS50'],two-sided,94762,-0.04318772976045625,[-0.05 -0.04],2.29533808109387e-40,7.505755525176955e-38,bonf,0.0018651800018621982
Yield_Mg_ha,Runoff_pFlwStG,spearman,['PRS50'],two-sided,94762,0.04343985933263971,[0.04 0.05],8.092432138571477e-41,2.646225309312873e-38,bonf,0.0018870213788395255
Yield_Mg_ha,FlowNO3_pGerEme_9,spearman,['PRS50'],two-sided,94762,0.04411289035871267,[0.04 0.05],4.860167117984899e-42,1.589274647581062e-39,bonf,0.0019459470957998055
Yield_Mg_ha,Flow_pGerEme_9,spearman,['PRS50'],two-sided,94762,-0.044718811966736716,[-0.05 -0.04],3.724426600966172e-43,1.2178874985159382e-40,bonf,0.0019997721437163547
Yield_Mg_ha,Calcium ppm Ca,spearman,['PRS50'],two-sided,79550,0.044817111574406106,[0.04 0.05],1.1687038515094727e-36,3.821661594435976e-34,bonf,0.0020085734898727657
Yield_Mg_ha,Flow_pEmeEnJ_4,spearman,['PRS50'],two-sided,94762,-0.04575692032485913,[-0.05 -0.04],4.213040280644641e-45,1.3776641717707976e-42,bonf,0.002093695757615507
Yield_Mg_ha,FlowNO3_pFlwStG_3,spearman,['PRS50'],two-sided,94762,0.04620992263367119,[0.04 0.05],5.771574787064815e-46,1.8873049553701945e-43,bonf,0.002135356949809877
Yield_Mg_ha,Flow_pGerEme_1,spearman,['PRS50'],two-sided,94762,0.0474554738188296,[0.04 0.05],2.2079931519078754e-48,7.220137606738752e-46,bonf,0.0022520219953696217
Yield_Mg_ha,SDR_pEnJFlo_3,spearman,['PRS50'],two-sided,94762,-0.04787734312952929,[-0.05 -0.04],3.241549033042335e-49,1.0599865338048437e-46,bonf,0.002292239985142686
Yield_Mg_ha,Flow_pGerEme_6,spearman,['PRS50'],two-sided,94762,-0.0479888957112178,[-0.05 -0.04],1.946233116830392e-49,6.364182292035382e-47,bonf,0.002302934111582138
Yield_Mg_ha,Flow_pEmeEnJ_9,spearman,['PRS50'],two-sided,94762,-0.048601848905544656,[-0.05 -0.04],1.1551277250284464e-50,3.77726766084302e-48,bonf,0.002362139717037392
Yield_Mg_ha,PotInf_pMatHar,spearman,['PRS50'],two-sided,94762,0.04881498590909945,[0.04 0.06],4.290365764986874e-51,1.4029496051507077e-48,bonf,0.0023829028493055774
Yield_Mg_ha,FlowNO3_pFlaFlw_3,spearman,['PRS50'],two-sided,94762,0.04883332450480483,[0.04 0.06],3.9391023820723414e-51,1.2880864789376556e-48,bonf,0.0023846935821915717
Yield_Mg_ha,Flow_pFlaFlw_3,spearman,['PRS50'],two-sided,94762,-0.049906798458301746,[-0.06 -0.04],2.5100519478161705e-53,8.207869869358878e-51,bonf,0.0024906885323575496
Yield_Mg_ha,Runoff_pEnGMat,spearman,['PRS50'],two-sided,94762,-0.05057623794023185,[-0.06 -0.04],1.0146217412611642e-54,3.317813093924007e-52,bonf,0.002557955844186947
Yield_Mg_ha,Flow_pFloFla_6,spearman,['PRS50'],two-sided,94762,-0.05101471245447942,[-0.06 -0.04],1.2123448881679332e-55,3.9643677843091417e-53,bonf,0.002602500886813218
Yield_Mg_ha,Flux_pEnJFlo_6,spearman,['PRS50'],two-sided,94762,-0.05189541558214693,[-0.06 -0.05],1.6083110704692066e-57,5.259177200434306e-55,bonf,0.0026931341584437384
Yield_Mg_ha,Flow_pEnJFlo_8,spearman,['PRS50'],two-sided,94762,-0.054419076611664306,[-0.06 -0.05],4.4616321338661076e-63,1.4589537077742173e-60,bonf,0.002961435899266189
Yield_Mg_ha,Flow_pStGEnG_3,spearman,['PRS50'],two-sided,94762,-0.054980101058392634,[-0.06 -0.05],2.3898757784965825e-64,7.814893795683825e-62,bonf,0.003022811512391067
Yield_Mg_ha,SDR_pFlwStG_8,spearman,['PRS50'],two-sided,94762,-0.055685750582073965,[-0.06 -0.05],5.768745261392587e-66,1.886379700475376e-63,bonf,0.003100902817888951
Yield_Mg_ha,Eo_pGerEme,spearman,['PRS50'],two-sided,94762,-0.057043843535355125,[-0.06 -0.05],3.8941595615947944e-69,1.2733901766414978e-66,bonf,0.0032540000852860768
Yield_Mg_ha,Flow_pFlaFlw_2,spearman,['PRS50'],two-sided,94762,0.05731387918844242,[0.05 0.06],8.930396029554366e-70,2.920239501664278e-67,bonf,0.003284880747627373
Yield_Mg_ha,Flow_pFlwStG_3,spearman,['PRS50'],two-sided,94762,-0.05812362400644988,[-0.06 -0.05],1.0351068125523318e-71,3.384799277046125e-69,bonf,0.003378355667643157
Yield_Mg_ha,Infiltration_pFloFla,spearman,['PRS50'],two-sided,94762,0.05898412420917778,[0.05 0.07],8.471732597984041e-74,2.7702565595407814e-71,bonf,0.003479126908723712
Yield_Mg_ha,SDR_pEmeEnJ_3,spearman,['PRS50'],two-sided,94762,0.059765814432251714,[0.05 0.07],1.0127185600289025e-75,3.311589691294511e-73,bonf,0.0035719525747503473
Yield_Mg_ha,Flow_pFlaFlw_5,spearman,['PRS50'],two-sided,94762,-0.06097464277765294,[-0.07 -0.05],9.60727258234155e-79,3.141578134425687e-76,bonf,0.0037179070618623836
Yield_Mg_ha,PAWmm_pStGEnG_2,spearman,['PRS50'],two-sided,94762,0.061876984251793464,[0.06 0.07],4.859693132320825e-81,1.5891196542689098e-78,bonf,0.003828761180096696
Yield_Mg_ha,lbs N/A,spearman,['PRS50'],two-sided,78671,-0.062152823841760914,[-0.07 -0.06],3.4832416152668424e-68,1.1390200081922575e-65,bonf,0.003862973511504964
Yield_Mg_ha,Flow_pFloFla_2,spearman,['PRS50'],two-sided,94762,-0.0631282230617917,[-0.07 -0.06],2.798429601988728e-84,9.150864798503141e-82,bonf,0.003985172546939328
Yield_Mg_ha,PAWmm_pMatHar_1,spearman,['PRS50'],two-sided,94762,0.06344526653135053,[0.06 0.07],4.127649086473485e-85,1.3497412512768296e-82,bonf,0.004025301845234108
Yield_Mg_ha,PotInf_pFlwStG,spearman,['PRS50'],two-sided,94762,0.06352266486294314,[0.06 0.07],2.583145115724134e-85,8.446884528417917e-83,bonf,0.004035128951289791
Yield_Mg_ha,FlowNO3_pEnGMat_2,spearman,['PRS50'],two-sided,94762,0.06355380784600441,[0.06 0.07],2.1388188537473296e-85,6.993937651753768e-83,bonf,0.004039086491726852
Yield_Mg_ha,WaterTable_pMatHar,spearman,['PRS50'],two-sided,94762,-0.0638060779678166,[-0.07 -0.06],4.620205185133695e-86,1.5108070955387183e-83,bonf,0.00407121558563509
Yield_Mg_ha,%Ca Sat,spearman,['PRS50'],two-sided,78671,-0.06384518023832794,[-0.07 -0.06],7.469691996750423e-72,2.4425892829373883e-69,bonf,0.004076207039664581
Yield_Mg_ha,Flow_pEmeEnJ_6,spearman,['PRS50'],two-sided,94762,-0.06437810096339885,[-0.07 -0.06],1.3989835280883306e-87,4.574676136848841e-85,bonf,0.0041445398836535766
Yield_Mg_ha,Mehlich P-III ppm P,spearman,['PRS50'],two-sided,79550,0.0647832964187526,[0.06 0.07],9.816761989027024e-75,3.210081170411837e-72,bonf,0.004196875494879964
Yield_Mg_ha,Flux_pFlwStG_5,spearman,['PRS50'],two-sided,94762,0.06502337530728491,[0.06 0.07],2.606996753474542e-89,8.524879383861753e-87,bonf,0.00422803933635203
Yield_Mg_ha,PAWmm_pFloFla_6,spearman,['PRS50'],two-sided,94762,-0.0657699829441332,[-0.07 -0.06],2.4730807827750544e-91,8.086974159674428e-89,bonf,0.0043256906564715725
Yield_Mg_ha,T_pFlaFlw,spearman,['PRS50'],two-sided,94762,-0.06582693756083835,[-0.07 -0.06],1.7296987965499513e-91,5.656115064718341e-89,bonf,0.0043331857086385105
Yield_Mg_ha,Eos_pFloFla,spearman,['PRS50'],two-sided,94762,-0.06642844964313313,[-0.07 -0.06],3.889646098653434e-93,1.2719142742596729e-90,bonf,0.004412738921990274
Yield_Mg_ha,Flow_pFlaFlw_1,spearman,['PRS50'],two-sided,94762,-0.06700107987346463,[-0.07 -0.06],1.0162381055443379e-94,3.323098605129985e-92,bonf,0.004489144704210387
Yield_Mg_ha,ESW_pEmeEnJ_4,spearman,['PRS50'],two-sided,94762,0.06769337661536544,[0.06 0.07],1.1886830489653168e-96,3.886993570116586e-94,bonf,0.0045823932375897046
Yield_Mg_ha,SDR_pStGEnG_10,spearman,['PRS50'],two-sided,94762,-0.06903519308982282,[-0.08 -0.06],1.8782908277361643e-100,6.142011006697258e-98,bonf,0.004765857884949121
Yield_Mg_ha,Flux_pEnGMat_3,spearman,['PRS50'],two-sided,94762,-0.06952609307491874,[-0.08 -0.06],7.316947573065516e-102,2.3926418563924238e-99,bonf,0.004833877618262263
Yield_Mg_ha,Flow_pGerEme_2,spearman,['PRS50'],two-sided,94762,-0.06955434580570091,[-0.08 -0.06],6.0660698726665296e-102,1.983604848361955e-99,bonf,0.004837807020459024
Yield_Mg_ha,PAWmm_pEnGMat_2,spearman,['PRS50'],two-sided,94762,0.06956784569791749,[0.06 0.08],5.5461275493067856e-102,1.8135837086233188e-99,bonf,0.004839685155049257
Yield_Mg_ha,Flow_pFloFla_5,spearman,['PRS50'],two-sided,94762,-0.07052676936163096,[-0.08 -0.06],9.123683844572858e-105,2.9834446171753245e-102,bonf,0.004974025196588688
Yield_Mg_ha,T_pGerEme,spearman,['PRS50'],two-sided,94762,-0.0712781382576265,[-0.08 -0.06],5.650828996669608e-107,1.847821081910962e-104,bonf,0.005080572993473318
Yield_Mg_ha,SDR_pEnGMat_7,spearman,['PRS50'],two-sided,94762,-0.07142089440767531,[-0.08 -0.07],2.137625134483098e-107,6.990034189759731e-105,bonf,0.005100944157992306
Yield_Mg_ha,Es_pMatHar,spearman,['PRS50'],two-sided,94762,-0.07145264514712363,[-0.08 -0.07],1.7215427208047877e-107,5.629444697031656e-105,bonf,0.00510548049852077
Yield_Mg_ha,FlowNO3_pFlaFlw_10,spearman,['PRS50'],two-sided,94762,-0.0715885884619356,[-0.08 -0.07],6.8063630512925414e-108,2.225680717772661e-105,bonf,0.005124925997972378
Yield_Mg_ha,Flux_pFlaFlw_10,spearman,['PRS50'],two-sided,94762,-0.07227997390101741,[-0.08 -0.07],5.907175032356242e-110,1.931646235580491e-107,bonf,0.005224394627131758
Yield_Mg_ha,Flow_pStGEnG_8,spearman,['PRS50'],two-sided,94762,-0.07238052578246675,[-0.08 -0.07],2.9505211341648016e-110,9.648204108718901e-108,bonf,0.005238940512546334
Yield_Mg_ha,Flux_pEnGMat_8,spearman,['PRS50'],two-sided,94762,-0.07250527929810505,[-0.08 -0.07],1.2452838152440049e-110,4.0720780758478955e-108,bonf,0.00525701552609622
Yield_Mg_ha,SDR_pFlaFlw_4,spearman,['PRS50'],two-sided,94762,0.0728664670534763,[0.07 0.08],1.0161839802523894e-111,3.3229216154253134e-109,bonf,0.005309522020855347
